gwash	ldsc	ols	gwash_se	ldsc_se	se_ratio	intercept	sstat
0.7502547996167979	0.3860323649719105	1.1021384013759368	0.004010243113130114	0.2871770154576313	0.013964359601479895	1.0	UKB_460K.biochemistry_TotalBilirubin
0.293435919744248	0.34232859832439977	0.2733626905262948	0.002677699387771913	0.059076901196412776	0.04532565746584058	1.0	UKB_460K.biochemistry_AlkalinePhosphatase
0.11286700074652237	0.11449968947410752	0.10635403358629958	0.0018297066368954497	0.023763089294960092	0.07699784376451052	1.0	UKB_460K.biochemistry_VitaminD
0.14205529279236057	0.15911801867942438	0.1385869223128095	0.00195855182631067	0.025148212215650598	0.07788036022265613	1.0	UKB_460K.biochemistry_Cholesterol
0.22911827930700412	0.23972029143601212	0.2081217712059094	0.0037663920827062996	0.04095098021999617	0.09197318507328887	1.0	UKB_460K.biochemistry_Testosterone_Male
0.38739561903181324	0.43894175469459534	0.34206428130100863	0.0029826167865346117	0.03219843599185551	0.09263234982248998	1.0	UKB_460K.blood_PLATELET_COUNT
0.40391041175757325	0.4505160466834615	0.35162243904106394	0.0030314480772944486	0.032483440327318605	0.09332287611004669	1.0	UKB_460K.bmd_HEEL_TSCOREz
0.16178128727882282	0.1873132261045105	0.14549831207696226	0.0017882822589957207	0.01689472169794709	0.10584857750057039	1.0	PASS_MonoP_Vuckovic2020
0.7418373291034691	0.7838896627169577	0.7220039281225826	0.003859873228279729	0.03528055728447421	0.10940510936822219	1.0	UKB_460K.body_HEIGHTz
0.24937493735810848	0.27030309503738065	0.2217082577345782	0.002467758352343182	0.02205098636571439	0.11191147241286835	1.0	UKB_460K.blood_RBC_DISTRIB_WIDTH
0.10390601566524493	0.10436276167205787	0.10065681040714003	0.0019826625060453637	0.017407338586281622	0.1138980836282383	1.0	UKB_460K.pigment_SUNBURN
0.28201048738654483	0.31173235084113493	0.26377909469898286	0.0025955395624546592	0.021787814925127182	0.11912803424180492	1.0	UKB_460K.blood_RED_COUNT
0.18851427698427017	0.19306991272300925	0.20587590818438956	0.001912014507161172	0.013712628321426336	0.13943457536682446	1.0	PASS_RTC_Vuckovic2020
0.30721041975045416	0.3036835192739216	0.3381223349982695	0.0027369449716090617	0.018239085455294804	0.1500593315557128	1.0	UKB_460K.biochemistry_IGF1
0.12709757167642954	0.13800308925137159	0.11469425196227453	0.0019706235244887054	0.012303064196544897	0.1601733920109204	1.0	UKB_460K.biochemistry_Phosphate
0.18287272783052652	0.18138895037225847	0.2015003792569297	0.0018866793164768107	0.01105873360457368	0.17060536802301815	1.0	PASS_Eosino_Vuckovic2020
0.17527260372164086	0.1956986366539389	0.16088872216945863	0.002251173850094632	0.012217576141011568	0.18425699370417375	1.0	UKB_460K.biochemistry_TotalProtein
0.13709908502080856	0.14450673278115012	0.12974226118008125	0.0016645388350853938	0.008802530192878308	0.18909777059692334	1.0	PASS_LymP_Vuckovic2020
0.26848104659444283	0.281182057554768	0.25825566741588163	0.003877875395267711	0.02001535795275709	0.1937449934405764	1.0	UKB_460K.body_BALDING1
0.11861099708851751	0.12556609807479846	0.11103430740310898	0.0018279238886940955	0.009329200728505354	0.19593574432468558	1.0	UKB_460K.biochemistry_AspartateAminotransferase
0.2283179854198408	0.24167941040006258	0.2228957286785982	0.0023698437386149786	0.011939950213449542	0.1984802027018095	1.0	UKB_460K.blood_WHITE_COUNT
0.2323654352966916	0.2366169049223577	0.2285966101075364	0.002418935800193457	0.011404865429718525	0.2120968296469551	1.0	UKB_460K.biochemistry_Creatinine
0.2717351140573593	0.28953735966865896	0.24730058667075822	0.002815586094594971	0.012001247871685957	0.23460777784930728	1.0	UKB_460K.lung_FEV1FVCzSMOKE
0.07721162840844815	0.07002836504337027	0.10672401681493839	0.004296215027106959	0.01719763922230031	0.2498142315682506	1.0	PASS_HDL
0.07414943125365742	0.06979104053971166	0.0847722101842025	0.004416651961270677	0.01647537028593551	0.26807603620545206	1.0	PASS_LDL
0.024494328658802002	0.02630722985750361	0.021020152984385962	0.0011067285376598571	0.004067740610488018	0.2720745110458456	1.0	PASS_Alzheimers_deRojas2021
0.16193042851514786	0.17639193155953495	0.14705494347898074	0.0020097377308506497	0.007304955377566219	0.2751197819801373	1.0	UKB_460K.body_WHRadjBMIz
0.04323109337615501	0.04477260604084217	0.03952651265186272	0.0010518313524971758	0.0036752982668692463	0.28618938549255873	1.0	PASS_BasoP_Vuckovic2020
0.22479759340477432	0.24212687925283097	0.21561725548567218	0.002419436900834603	0.008176602810178438	0.29589756981014514	1.0	UKB_460K.bp_DIASTOLICadjMEDz
0.2788799535709714	0.29205547703600654	0.25158165119475506	0.0025443143453562373	0.00782271595928066	0.3252469294040686	1.0	UKB_460K.body_BMIz
0.15921719475736545	0.1729069903232585	0.12897114988862568	0.006418912828076857	0.01971965269173687	0.32550841175648976	1.0	PASS_ProstateCancer
0.27554092255701684	0.29842285070224545	0.24453992760178128	0.003483138726129619	0.010657343997596094	0.3268299049852653	1.0	PASS_Myopia_Hysi2020
0.054351258097648514	0.055999301194722996	0.0509248675054391	0.0013031486662547387	0.0037564357169267743	0.3469109454961935	1.0	UKB_460K.disease_HYPOTHYROIDISM_SELF_REP
0.2624255310309155	0.26490280947463857	0.25097227080611684	0.003523628345324046	0.010121086440448021	0.3481472434858553	1.0	UKB_460K.repro_MENARCHE_AGE
0.1295381426676195	0.10701797880007168	0.17131414759713787	0.003946482286417983	0.010856142457954547	0.36352528549644303	1.0	PASS_Height1
0.21053336938320466	0.21245246089581551	0.20099696565579775	0.003150186661346557	0.008343526331645762	0.37756058243603363	1.0	PASS_Menarche2017
0.4223148956849393	0.460286846282523	0.373151548662566	0.009762870173635061	0.025852736989293013	0.37763391078006103	1.0	PASS_IBD_deLange2017
0.07881284066307552	0.08207074658682653	0.07135597009554948	0.001496994384742296	0.003942617903951096	0.3796955274925532	1.0	UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED
0.2353446349749481	0.24428209396264738	0.22119499860410227	0.00264769984290769	0.0067276230900552795	0.39355650687707217	1.0	UKB_460K.lung_FVCzSMOKE
0.1324193045269813	0.1294896500140739	0.13125844651508733	0.003787077297060977	0.009040659229187845	0.418893932517041	1.0	UKB_460K.repro_MENOPAUSE_AGE
0.0559419761176418	0.05292876061732535	0.06352221911471861	0.0015648486346501744	0.003428980395830809	0.45635974954911535	1.0	PASS_Glaucoma_Craig2020
0.02234940229710571	0.023436235555926603	0.01995713040160589	0.000565646239470155	0.0011094037521516104	0.5098650859735456	1.0	PASS_AtrialFibrillation_Nielsen2018
0.34264938215035556	0.3500261060253117	0.3246540307534823	0.014124901171040267	0.02699636789472742	0.5232148719457538	1.0	PASS_RD_Zhao2021
0.20766317517346408	0.2069959044016208	0.19595109659048618	0.011088947421638032	0.020798791160694708	0.5331534576198729	1.0	PASS_Rheumatoid_Arthritis
0.016081969268644927	0.016678714021821774	0.01392863825169949	0.0009188884194788046	0.0016588881323590884	0.5539182549772435	1.0	UKB_460K.cancer_BREAST
0.04242273152095845	0.03987980109935297	0.04384855462360518	0.001049520079252627	0.0018586094426784247	0.5646802685668988	1.0	PASS_DrinksPerWeek_Liu2019
0.04691706913369369	0.03899178664365792	0.07965819714117947	0.003262860101845694	0.005707752640121667	0.5716540830641432	1.0	PASS_BMI1
0.20246402322107737	0.20491358138878174	0.19435616627887045	0.002990858285546416	0.005041921624832598	0.5931980915402901	1.0	PASS_Intelligence_SavageJansen2018
0.49548926494729445	0.5101219514699518	0.463152906080983	0.0074956869577205544	0.012342839954724918	0.6072902982794618	1.0	PASS_Schizophrenia_Pardinas2018
0.1423621583870464	0.14853098086861125	0.131786267975759	0.0019115733659240378	0.003103008493854182	0.6160387152371963	1.0	UKB_460K.cov_EDU_YEARS
0.1053699329824747	0.10848720203829562	0.10394536792935521	0.0017932070210869599	0.002905510832919556	0.6171744399538461	1.0	UKB_460K.other_MORNINGPERSON
0.35754347888848914	0.36476753756169383	0.33724467522092744	0.00625930796963037	0.010009924863876	0.6253101851162814	1.0	PASS_BDSCZ_Ruderfer2018
0.05970902009224896	0.058334622291198915	0.06179070484838245	0.0018984278566483467	0.0030260006669874644	0.6273719227360008	1.0	PASS_CigarettesPerDay_Liu2019
0.04295537257872922	0.04249433681296325	0.04169417114405261	0.001724015974488014	0.0027194248718831427	0.6339634502548953	1.0	PASS_AgeOfInitiation_Liu2019
0.22346497772748122	0.2103785062908777	0.25026630622831675	0.013030287940122792	0.020319949065983476	0.6412559351310624	1.0	PASS_SA_Grasby2020
0.11725399858491505	0.12122090859910921	0.10746133437734481	0.0019835109229030816	0.003058111170268078	0.6486065458271763	1.0	UKB_460K.mental_NEUROTICISM
0.09953059277855172	0.09730538481574032	0.09629752169226438	0.0020031368927111133	0.003033258627245677	0.6603910641573099	1.0	PASS_Years_of_Education2
0.07009466512987879	0.07188367202326068	0.06661567877252467	0.00145636018840257	0.002202132528748581	0.6613408454713599	1.0	PASS_SleepDuration_Dashti2019
0.014016786336104889	0.014604070540083886	0.01161607280621992	0.0008932615264308198	0.0013284018241295913	0.6724332278120075	1.0	UKB_460K.cancer_PROSTATE
0.07815170474451787	0.0791969019139074	0.0726183822640325	0.0016699213048285784	0.0024673018058515212	0.6768208497509899	1.0	PASS_MDD_Howard2019
0.030128542829843768	0.02911136767515872	0.033490159643859194	0.0012020405457378583	0.0017575199829802006	0.6839413249228472	1.0	PASS_HipOA_Tachmazidou2019
0.3376400709659872	0.3290029069697869	0.35454819638749946	0.015426013097411642	0.021673851726499976	0.711733811418056	1.0	PASS_BrainstemVol_Satizabal2019
0.030876917550204684	0.029908302075149475	0.03332598775907592	0.0013988578185399865	0.0018596067040316305	0.7522331552727038	1.0	PASS_SmokingCessation_Liu2019
0.08473425366465881	0.08674434372813283	0.08105110671521625	0.0020018964088169707	0.0026542103622259464	0.754234267678047	1.0	PASS_ReactionTime_Davies2018
0.2962070188296475	0.3023022244431758	0.2755091212558535	0.013659007095715263	0.017608804800068174	0.7756918911192872	1.0	PASS_MO_Zhao2021
0.15618485886851968	0.14608494206077435	0.1963637793939022	0.012011912766277165	0.014970262870785473	0.802384892633947	1.0	PASS_TH_Grasby2020
0.1960646938395628	0.19877422125659414	0.1854547287487498	0.006529993620963781	0.008081496669273167	0.808017857111989	1.0	PASS_AnorexiaNervosa_Watson2019
0.1553506909372943	0.16260788065597742	0.14285757046712325	0.0035750499823352377	0.00437311373183917	0.817506747264884	1.0	UKB_460K.repro_AgeFirstBirth_Female
0.4009053157880206	0.4138597079177153	0.3658614887939364	0.01137594179972706	0.013818337039225189	0.8232496983851917	1.0	PASS_BIP_Stahl2019
0.04236008098093664	0.043006056861454436	0.038962960209327255	0.0012016181600713256	0.001435889563805413	0.836845806502543	1.0	UKB_460K.repro_NumberChildrenEverBorn_Pooled
0.2565827268629782	0.2511435898053454	0.25690376754747934	0.0118533840279083	0.014145840134638564	0.837941325159134	1.0	PASS_CaudateVol_Satizabal2019
0.05191176728643422	0.05253035410735376	0.050774713691630884	0.0012770965415844838	0.0015168388634237372	0.8419460843071238	1.0	PASS_GeneralRiskTolerance_KarlssonLinner2019
0.2539185015629316	0.26173146706801126	0.23428795016975507	0.00857784473412604	0.010116286180522988	0.8479242857562761	1.0	PASS_ADHD_Demontis2018
0.10384221775365791	0.10530458387888893	0.09474412813124963	0.006558612918936091	0.007663253339322249	0.8558522899513258	1.0	PASS_Type_2_Diabetes
0.0513001524062566	0.04941416578770893	0.0534982024006091	0.002104933316524559	0.0024575104833541527	0.8565307577657305	1.0	PASS_AgeFirstBirth
0.07528701430873745	0.07554684627526019	0.07390154375605178	0.0027670653769126374	0.0031554839840350754	0.8769068044434352	1.0	PASS_MDD_Wray2018
0.016137300776051477	0.016431503527870605	0.015555085562066664	0.0009497252904312707	0.001074656652833151	0.8837476490072249	1.0	PASS_IschemicStroke_Malik2018
0.20109087113030089	0.20569748495869894	0.1806376192391157	0.012797223630189663	0.014363140486041691	0.8909767082363492	1.0	PASS_PancreasVol_Liu2021
0.2733761380684885	0.27739971345634595	0.2523217227221985	0.011295879076272169	0.012473345825256704	0.9056013706763155	1.0	PASS_SCZvsBD_Ruderfer2018
0.04709790096343521	0.04793303724551774	0.04377538668304683	0.001387839910061146	0.0015257550627141032	0.909608589200664	1.0	PASS_Insomnia_Jansen2019
0.09073182511270943	0.09317487057296532	0.08278711741810668	0.0036373696033052587	0.00397907120570743	0.9141252858425737	1.0	PASS_Years_of_Education1
0.07316150768876814	0.07465950314910345	0.07023250714758451	0.002708658524982217	0.0028947849450828528	0.9357028505980058	1.0	PASS_MCPmale_Johnston2021
0.15773036499443802	0.16009158573687368	0.14975233699681806	0.0059866601341174094	0.006205751214347834	0.9646954780069363	1.0	PASS_MedicationUse_Wu2019
0.27369704734698336	0.26860994442911074	0.30948352009434554	0.03500343278858813	0.03619891284115272	0.9669746973393769	1.0	PASS_Autism
0.0470323862769665	0.047373951672321335	0.044780905344236996	0.0025952663938843138	0.0026290053351818274	0.9871666516434893	1.0	PASS_DS
0.18801910083464915	0.18635573788156887	0.188710926157504	0.012447825974025013	0.012214760058755937	1.0190806789611888	1.0	PASS_AccumbensVol_Satizabal2019
0.020484227199246675	0.02013385841481117	0.020749101403697606	0.0012902501273035927	0.0012575962377651512	1.0259653206314214	1.0	PASS_NumberChildrenEverBorn
0.10567936740225138	0.10176604879472333	0.12761763670540066	0.011130775712897832	0.010779613588233008	1.0325765039526233	1.0	PASS_Anorexia
0.07138126334563502	0.07265164875254058	0.06483144935999495	0.005325114151050293	0.004536100553709015	1.1739409406822183	1.0	PASS_Ever_Smoked
