,h2_gcta,h2_gwash,h2_ldsc_reg,icpt_ldsc_reg,h2_ldsc_fixed,h2_samp,h2_gwash_sample_theoretical_se,h2_ldsc_reg_jackknife_se,h2_ldsc_fixed_jackknife_se
0,0.19221431642383618,0.18442831931028458,0.2780155188450613,0.786735375375336,0.1844246182459181,0.19234290146355754,0.019485516971922495,0.661669996339427,0.023208089135130703
1,0.17914592334104174,0.18123515181068695,-1.9556900627596188,5.871472890877844,0.18190751785943152,0.19945225332082173,0.019400537844951087,0.83602631374611,0.02093198684938235
2,0.20164632741581737,0.18695438849242238,0.5156351073806795,0.25037163393884726,0.1867560540391691,0.2017123528090294,0.019552333310517367,0.8385561005123274,0.020642119462926583
3,0.197375753125974,0.20450902163499052,-0.26677913488809185,2.0743781116696303,0.20469172989626178,0.20531619605063609,0.020006980813999715,0.6556284595126346,0.02243427806532209
4,0.232757568965271,0.2531579888870518,0.8949471521283353,-0.46288723136671406,0.2529295688297303,0.20381323271413088,0.0211857058140143,0.6550009790471024,0.026329413144290804
5,0.21473138351897555,0.21458498159673947,-1.772173905220437,5.52914141347191,0.2152665101687976,0.20575945145050023,0.020260582717171842,0.8064228481263221,0.02247152467415938
6,0.21378866469847138,0.20697056801212982,-0.03301146598498383,1.5470809288576748,0.20706318556636147,0.19752154975090222,0.020069418090247267,0.6992703499025317,0.021515077626515475
7,0.19027851766298257,0.1854053755848115,0.16909371691162162,1.0372432170203676,0.18543804075536666,0.19494087360907245,0.019511403458823805,0.5894033759823583,0.02183784528489591
8,0.17991200273556002,0.17628345797179937,1.1870811134920796,-1.3089285339246448,0.17611025640845374,0.18434059416424067,0.019267599560861992,0.42528941977373413,0.019924916664431514
9,0.18761045687128095,0.17442713300589754,-0.14487492758036435,1.727903078319722,0.1745494255955948,0.19196542235217412,0.01921739422563081,0.7310865368643604,0.023098916393779145
10,0.2060395660393476,0.20970198800193196,0.27261368138689324,0.8566284079757915,0.20969638218516465,0.20629631672248636,0.020138333282957176,0.6531234185240774,0.022479932836521783
11,0.20726449894429902,0.21657526722938436,0.6074433272307868,0.10864519244819264,0.21637369670527773,0.2065983720197969,0.020310065229298752,0.6717049450397443,0.021974403462786504
12,0.17409921523726962,0.179820070365376,1.1905061024592067,-1.2640831405979622,0.17940517815298712,0.19289549144711715,0.019362691947818676,1.5400846291278212,0.02240205643248885
13,0.18817831526791184,0.18360274532921358,1.1207973394246153,-1.1361510322937989,0.1834012865523999,0.2025103978947701,0.019463601784344774,0.46781711154558325,0.02035039040154271
14,0.17183634198833936,0.16907595760578756,0.3447088612234746,0.5994965700564662,0.16899103650922365,0.198531792654979,0.019071524676824308,0.7245187077488683,0.01917139048814091
15,0.18074707348604147,0.18471896563344464,0.9112372830139441,-0.6556180673044577,0.18456263384769042,0.1982937111876341,0.019493223101029824,0.5493342620860586,0.02150405979362125
16,0.20163265117403778,0.20777452180533798,-0.1766674921594781,1.8763980826785762,0.2079202216161197,0.19926529953379513,0.02008974225365684,0.6352370977165162,0.019275331055492378
17,0.18561865260214755,0.19659671479762506,0.4302799361865749,0.4675829995178777,0.19657433477725572,0.1971216385036686,0.019804122544835323,0.5710035511709569,0.025747650969956612
18,0.1913852128240197,0.19932727208705026,0.10143283797856965,1.2231135925154,0.19931878192607552,0.19738636851237948,0.01987450582002228,0.8079734287103809,0.021164691712352
19,0.196382746989446,0.18032722294171002,0.4085449855416167,0.47970697923855465,0.18024734112239385,0.20459900336773074,0.019376268831761058,0.5933646298866939,0.0195352236158534
20,0.17798790318402935,0.17427233389895777,1.0854802976559212,-1.0773332223895702,0.17398757131921103,0.19063053644540356,0.019213198431386812,0.39173891223835733,0.020354340279987383
21,0.230107117076955,0.22769241555499867,-1.2587920895513915,4.388681790076671,0.2282525927482237,0.20642073861853247,0.020582856344815766,0.9295965562993779,0.02628511332304804
22,0.23008467614316916,0.23373690350482512,-0.2764950805915055,2.1631548217376846,0.23396122888743487,0.20528448109332187,0.020728667900462197,0.6401608205517164,0.02361639725712527
23,0.15470465512836426,0.1515941340867331,0.3472032149688495,0.5541364227234782,0.15155362863305727,0.19267188653310952,0.018582708856365326,0.5777540281786644,0.021006439522359435
24,0.1776914652675191,0.17005644216514598,0.23374184590495525,0.8547946640495894,0.17002864259051878,0.19278087684127768,0.019098380290652677,0.661126197773537,0.019414238109573576
25,0.17173275874366903,0.17112979798664413,0.5906329489828185,0.04381461753977707,0.17102630132581548,0.2064526547217791,0.019127713379484518,0.4760117317898164,0.019257063557993295
26,0.2061623689369254,0.2016970503204528,1.172256244953694,-1.2076483596103407,0.20134139365275502,0.19618191367185847,0.019935266926364756,0.659527938063385,0.020364661489898392
27,0.19097433009137021,0.19388616443297937,1.7558440194149834,-2.5548671008069452,0.1934092979164294,0.19896511911089412,0.01973385722374338,0.6205240169916645,0.019692338752906262
28,0.20193744327356106,0.21403949233285005,-0.12952687811335908,1.783220554254898,0.21416866895315687,0.20837918486824494,0.020246985976635948,0.6374387179230648,0.021359296630441928
29,0.18043355600162167,0.1770566168733132,1.1977157712782003,-1.4497808983496003,0.1768073836129044,0.19295147853075223,0.019288450442769053,0.14879625816600467,0.0218103461295463
30,0.19326401306794128,0.1937694397921609,-0.1437609885923096,1.769455216962589,0.19385576146987435,0.20250036217919848,0.01973082241779727,0.6903224305586391,0.019211751952350604
31,0.2105040510720644,0.20027009031666,0.11956144882403791,1.1838980686170266,0.20023675461638415,0.20540722283955584,0.019898715422491366,0.91208841825419,0.02227235053651025
32,0.204272432275107,0.21208937741780776,-0.40369024786622126,2.403768805208254,0.2123222648165826,0.1957912029801642,0.020198254819972783,0.6641198771060126,0.021705600568734492
33,0.19110950256747386,0.18320742219582717,-0.1280373034756452,1.709533381458393,0.18330743310511688,0.20367170687126798,0.019453094071767603,0.5713119348325142,0.020394313987925062
