h2_gcta	h2_gwash	h2_ldsc_reg	icpt_ldsc_reg	h2_ldsc_fixed	h2_samp	h2_gwash_sample_theoretical_se	h2_ldsc_reg_jackknife_se	h2_ldsc_fixed_jackknife_se
0.16682128312505543	0.15500676527096074	0.054378974904763504	3.360667829886119	0.23284582263688866	0.1705934766100458	0.013825383495127975	0.017855111448896083	0.014818260154454827
0.18390632677621022	0.20325061454453563	0.08923455682986135	3.4334597376552916	0.27066977184156005	0.1977659897621842	0.015569228595996115	0.023621673225203803	0.01857415775916053
0.1792022803212507	0.1611557314496786	0.04282070193689847	3.7673513184669174	0.2496613295714506	0.18431838323267785	0.014081691133271013	0.025091785215728458	0.02030679242661032
0.19596305987182733	0.1661269037758251	0.03583697290908809	4.059254505695649	0.27819163291318416	0.18419540284447355	0.014298467215929304	0.021359180635820037	0.019974185142498053
0.19723125229304014	0.25519348608785175	0.10628551390624004	4.781957837166768	0.4235384543553921	0.21526015449680058	0.01713446814069345	0.025942442523512764	0.02769876979472814
0.23695214283505747	0.2906524354732246	0.11816140301332637	5.046850811846818	0.44689859905225127	0.25000718235084307	0.018131447838069744	0.02603579478208784	0.02688512384127579
0.18813599309563217	0.17241862602338653	0.038123693521785185	4.149443425035935	0.27264102778661986	0.19324800590865457	0.014512591709904448	0.025517558786154765	0.020468758174890998
0.20613621762930365	0.23664754827232212	0.1332956795051257	3.355267052917302	0.31654233459006986	0.22144684744698695	0.0166691780209781	0.02245133785325961	0.020506420361452914
0.20618455748926232	0.21534251268262075	0.07739487654557992	4.361060549773848	0.35003282994157153	0.18866893587618336	0.015978237255794676	0.025323570427273057	0.021565245095885578
0.18564585016200294	0.14591982790047775	0.04799318042681056	3.34527674839833	0.226220355341458	0.19144276473054025	0.013512266155159955	0.015921447872404158	0.012983890854731282
0.21306177585003477	0.23954637809003984	0.09761957278756155	4.53563183163846	0.3893933948611828	0.2147638755810151	0.016688544519904987	0.0273604462923115	0.027941830699807012
0.21048531247412344	0.15577314970411998	0.04490863702084805	3.635905265095384	0.2495536379390105	0.1752412113202302	0.013870340295264764	0.019284352519419297	0.015595952241857235
0.18762252186534883	0.1938882068763574	0.10961260279754738	2.9618383289695966	0.2571794474368463	0.1984048828379384	0.015265939601462214	0.019551447310224068	0.017470607770273167
0.21013164274288854	0.19590183182156656	0.03976617416651237	4.621533799435199	0.32439726643521494	0.1956962965381898	0.015333676416796185	0.024932568303590898	0.024792128327277743
0.18507908785476984	0.21499383598296185	0.08629707364718048	4.25578905831336	0.359074124295901	0.20653718619339126	0.015955536306346232	0.02539256388829916	0.027359298550233346
0.16739066676889985	0.18081024185676947	0.05453483031545193	4.057940999534827	0.2984488660128357	0.18584046119421746	0.014814810134685146	0.0183256757729483	0.020034182063269505
0.20915898259218588	0.26944215768792895	0.16641071912937214	3.6203181945176626	0.37615349976970947	0.2219098967282079	0.01755717890256881	0.02480941257099132	0.0224236409001824
0.19957130804256293	0.18807804977882425	0.07478726148568254	3.657537866400996	0.29287787353967476	0.2071325870961575	0.014999719227727318	0.018387635528413774	0.021055880679225626
0.1948506060980004	0.1778050831181533	0.05167712447949869	3.882702682023504	0.27949487669094497	0.2054305447945471	0.01470791892066505	0.021830507980872865	0.019677840143198445
0.19931452465420882	0.21734134728068594	0.08748512400325476	4.3512421000019375	0.368925776985245	0.2261430840955823	0.016037858095316368	0.025641639125832495	0.02527522033473621
0.18944145184723415	0.1973258829919716	0.07382340461509734	4.050336597721084	0.33262886000953357	0.1996045213974145	0.01536577185425114	0.022988379968942912	0.02564593726032914
0.20995631008170287	0.1641988418822144	0.05289560120064554	3.5712916028140107	0.24520539545556377	0.189593674448838	0.014180974961322979	0.021462513614957827	0.016917913462359994
0.20744480881654795	0.299731912107397	0.16715593460516906	4.118799115434795	0.4084816093134803	0.21991393278028823	0.018390475826624817	0.03042207975639757	0.026265442405299662
0.21311029319015623	0.201513894047001	0.0711864149060418	4.114138778332643	0.31126534315842	0.21143792552026422	0.015504581168597886	0.02496123392005421	0.023107780599267238
0.20875955652758055	0.19295534403984566	0.07923948376270955	3.710615307855925	0.29266363136499196	0.1945917510412272	0.015232650078243832	0.020983602886587294	0.01889220082537356
0.2034636888399656	0.1818938071949937	0.05653674255044216	3.8615494257157104	0.28427854340560244	0.19202069750147155	0.014794822762703242	0.021508279106799224	0.01999382891756946
0.21292323137339303	0.18094346374078096	0.029038140410944914	4.577253030104182	0.32245133175652596	0.1845276306992227	0.01478059743142332	0.022832695344879757	0.02102151385825027
0.21404402673119768	0.20428097369949494	0.07078133645713948	4.121796631673638	0.3191916010956992	0.21001247711391022	0.015608977865601623	0.02393870025878789	0.02139482914628373
0.20141586790934418	0.1747135014847487	0.07743705799382174	3.398151103707631	0.26260838143301823	0.2053362858494154	0.01457507055878115	0.018797303160015207	0.015323568823017438
0.21370803518626874	0.18867617907291862	0.10673111044338697	3.047347395281025	0.2648000941171714	0.20205151271350463	0.01509537665615866	0.01923699967784904	0.016225571356796167
0.18431468031991735	0.1788029210498614	0.07755394633042118	3.364290270931286	0.2571508148942463	0.18856922510137195	0.014707048455044135	0.019538636505963186	0.016349002899529164
