h2_gcta	h2_gwash	h2_ldsc_reg	icpt_ldsc_reg	h2_ldsc_fixed	h2_samp	h2_gwash_sample_theoretical_se	h2_ldsc_reg_jackknife_se	h2_ldsc_fixed_jackknife_se
0.16682128312505556	0.15488482290955363	0.10060279670220591	2.2515250189040357	0.1612575217688494	0.1705934766100458	0.013853655342614735	0.023517480116514413	0.008595530645155915
0.18390632677621016	0.20328228206179477	0.15520964426824171	1.7916466626261665	0.19218685295101004	0.1977659897621842	0.015575453799022285	0.033003111885029544	0.010207532657070995
0.17920228032125057	0.16142976365662356	0.09950744994542035	2.3979468332160905	0.1663755253222856	0.18431838323267788	0.014102685324723066	0.028918528364067223	0.00912457590615522
0.1959630598718275	0.16676244390429046	0.09488660194259518	2.6348254072167525	0.1745683453970851	0.18419540284447355	0.014301498594152627	0.027465169990753206	0.009773695996551021
0.19723125229304017	0.2546354211705787	0.19363867092513898	2.36214074576	0.2584421679564748	0.21526015449680058	0.017155502912633767	0.02905129849049249	0.01305145620374032
0.23695214283505694	0.2908725794327983	0.1943775169587545	2.8815976959911866	0.28349903293907663	0.25000718235084296	0.018153105708799865	0.03179369107868709	0.012033487481886582
0.18813599309563203	0.17296507495568092	0.10135784233997264	2.466428459575453	0.16995099123405366	0.19324800590865454	0.01452833850034575	0.030722374302387112	0.008952817406270153
0.20613621762930356	0.23732304582700275	0.17740197885154974	1.9232187340839082	0.21966711102625489	0.22144684744698695	0.01664668529486316	0.03249204533997326	0.011842095514744862
0.2061845574892624	0.21580289375639614	0.17617780542242034	1.7832865271736653	0.2136107539450319	0.18866893587618336	0.015981190589552243	0.02776012427929994	0.00902526669190325
0.18564585016200333	0.14614263722792198	0.0832930348929564	2.4730544197222013	0.15482672082174137	0.19144276473054025	0.013511887159879067	0.022089268860264355	0.00737859203131694
0.2130617758500347	0.23941110035886562	0.14660136601697712	3.075625539004536	0.24415431147222447	0.2147638755810151	0.016709256273710997	0.034166403513499054	0.012590249757680099
0.21048531247412303	0.15581233656770493	0.11419421521201423	1.938339583876213	0.16005212203805455	0.17524121132023024	0.013889293099976345	0.025426649207316177	0.007101159096165986
0.18762252186534906	0.1942958367813301	0.1629594787179224	1.55696924407658	0.18952579968946848	0.1984048828379384	0.015275072222926222	0.02949488762712575	0.009525754066549272
0.21013164274288842	0.1958895447687506	0.07284964430244617	3.7005542807614717	0.19962860472357455	0.1956962965381898	0.01532892673540916	0.029190563382411626	0.011070049700644983
0.18507908785476992	0.21533592066683255	0.1365685415079561	2.847019755403433	0.22523236094973687	0.20653718619339131	0.015966313701440745	0.03139391662249493	0.012412800251861528
0.1673906667688998	0.1809971169056519	0.1336052383127157	2.130988202965641	0.18868600821263293	0.1858404611942175	0.014815380085809585	0.02419230370225014	0.008117474836424759
0.2091589825921861	0.2690296319275945	0.26295101840161256	0.6070128031501933	0.2446137887318313	0.22190989672820796	0.017562140910386298	0.03306182088626617	0.01193063728392784
0.19957130804256282	0.18768151211777184	0.13181365104010478	2.3558238109281833	0.19853321783986325	0.20713258709615756	0.015048780198245302	0.022337070637197594	0.009060450375532405
0.19485060609800028	0.17791185646824975	0.12588842435089287	2.1725858395925113	0.18294620302146808	0.20543054479454712	0.014705992246235167	0.028681003737050608	0.009704665054297885
0.1993145246542085	0.21771641465871464	0.19002298538705653	1.6184426767755027	0.21956191086942414	0.22614308409558234	0.016041950896498385	0.03185545745211729	0.0106776016665132
0.1894414518472342	0.19753522544917104	0.15541608816742805	1.9382883441651657	0.20088185631800917	0.19960452139741447	0.01538427035816955	0.028882942560186427	0.0112253229048755
0.2099563100817029	0.16414074083696598	0.02407569984509839	4.261354869283109	0.18051023707166586	0.18959367444883807	0.014204203947874007	0.02674582202876364	0.01008439368779768
0.20744480881654773	0.30031941265495893	0.2566500102346009	1.239267762203265	0.2673524719391641	0.21991393278028823	0.01839960105157432	0.033138701181706434	0.013897112755571529
0.21311029319015612	0.20118927952775634	0.07718392471724013	3.6679959083220712	0.1990707875673133	0.21143792552026422	0.015506198858806395	0.02737940571984864	0.011233224041673212
0.2087595565275807	0.19311817512899213	0.13746304141514692	2.270087399975301	0.19886150778358655	0.19459175104122717	0.015235111575314915	0.02573856603740516	0.009222123823006679
0.20346368883996555	0.18139525254643896	0.12442352104620086	2.254347117273931	0.18519564496443164	0.19202069750147155	0.014829418491364914	0.02677979666045778	0.008866422160703788
0.2129232313733931	0.18029838661425318	0.15316561501196715	1.6520066737719334	0.18505840703461454	0.1845276306992227	0.014790700029611496	0.02840258074669722	0.008882206414010002
0.2140440267311977	0.20460760272118386	0.13492327668063156	2.493863451490539	0.20638384298767867	0.21001247711391022	0.015619090273414554	0.02761530286244725	0.008966590934858314
0.2014158679093443	0.17473255788195538	0.12323843552727914	2.09405137376678	0.17534049044211894	0.20533628584941538	0.014592139467286247	0.024424287460489233	0.007765872513839856
0.21370803518626857	0.18882994415028728	0.14440589837211307	2.086805859559633	0.19753120249284592	0.20205151271350463	0.01508839752014944	0.02894197851651272	0.011323947967930079
0.1843146803199174	0.17836818652900838	0.11184559208605624	2.5187511426907374	0.1860892040437802	0.18856922510137192	0.014722238932066018	0.02697763241648537	0.008650590325390504
0.18992584019429315	0.15830113472005863	0.08473943267692663	2.7718978693239102	0.17172017300574027	0.180935359090718	0.013984349532272192	0.025711740846585434	0.008232829556247696
0.1918881735404319	0.18347748563523542	0.12752815202210285	2.4302082434443575	0.19800128856622481	0.19391030852057559	0.014902554025930131	0.024961502346286274	0.00971597623353469
0.2009852582216798	0.16150410635817658	0.08878676910751349	2.6889363559497714	0.17205781859508398	0.1797233967724376	0.014105481776648205	0.025125574029312266	0.008270767957126985
